General,https://www.facebook.com
General,https://www.twitter.com
General,https://twitter.com
General,https://www.linkedin.com/
General,https://www.instagram.com/
General,https://instagram.com/
General,https://www.youtube.com/
General,http://www.youtube.com/
General,https://maps.googleapis.com/
General,www.googletagmanager.com/
General,http://www.googleadservices.com/
General,http://www.google-analytics.com/
General,http://www.googletagmanager.com/
General,https://ajax.googleapis.com/ajax/
General,https://play.google.com/
General,https://itunes.apple.com/
General,http://www.superfinanciera.gov.co/
General,http://www.fundacionsocial.com/
General,https://sabermassermas.com/
General,https://ssl.google-analytics.com/
General,https://www.google-analytics.com/
General,http://www.tuya.com.co/
General,.coremetrics.com
General,https://bid.g.doubleclick.net/xbbe/pixel?d=KAE
www.grupobancolombia.com,https://asistencia.webv2.allus.com.co
www.grupobancolombia.com,https://sucursalpersonas.transaccionesbancolombia.com
www.grupobancolombia.com,.grupobancolombia.com
www.grupobancolombia.com,www.sufi.com.co
www.grupobancolombia.com,www.localizacolombia.com
www.grupobancolombia.com,http://www.banistmo.com
www.grupobancolombia.com,http://www.bancoagricola.com
www.grupobancolombia.com,http://www.bam.com.gt
www.grupobancolombia.com,http://www.beneficiosdavivienda.com/
www.davivienda.com,http://davivienda.custhelp.com/
www.davivienda.com,davivienda.com
www.davivienda.com,https://play.google.com/
www.davivienda.com,http://www.daviviendamovil.com/
www.davivienda.com,https://www.grupobolivar.com.co/
www.davivienda.com,http://www.portafoliofamiliadavivienda.com/
www.davivienda.com,http://www.catalogodavipuntos.com/
"www.davivienda.com,javascript:abrirModal('.contenedor-ifrm');"
www.davivienda.com,https://daviplata.com/
www.davivienda.com,https://www.mundodinersclub.com/
www.bancocajasocial.com,https://bancapersonas.bancocajasocial.com/
www.bancocajasocial.com,https://bancaempresas.bancocajasocial.com/
www.bancocajasocial.com,https://subancoamigo.com/
www.bancocajasocial.com,https://www.nuevosoi.com.co/
www.bancocajasocial.com,https://www.mipagoamigo.com/
